TARGETS	PREDICTIONS
कृत	कृत
कृतीशील	क्रिटिशिल
कृतीशील	क्रुटेशील
कृतीशील	कृतिशिल
कृपा	क्रुप
कृपा	क्रिपा
कृपा	क्रुप
कृपा	क्रिपा
कृपा	क्रुप
कृपाप्रसादाने	क्रिप्रस्दासाने
कृपाप्रसादाने	क्रुपप्रसादाने
कृष्णा	क्रिश्न
कृष्णा	क्रिष्न
कृष्णा	क्रिस्न
कृष्णा	कृष्न
कृष्णा	कृष्न
कृष्णा	क्रुस्न
कृष्णा	क्रिश्न
कृष्णा	कृष्न
कॅन्सरचा	कांसेच्रा
कॅमेरे	कमेरे
केनेथ	कानेन
केनेथ	कानेथ
केनेथ	केनेथ
केनेथ	केनेन
केनेथ	केनीथ
केनेथ	केनीनी
केनेथ	किनेथ
केनेथ	केनेथ
केनेथ	केनेन
केनेथ	किनेथ
केनेथ	केनेथ
केनेथ	केनेन
केन्याटा	केन्याता
केन्याटा	केन्यात्त
केन्याटा	केण्याता
केन्याटा	केन्यात्त
केन्याटा	केन्येता
केन्याटा	केनेत्ट
केन्याटा	केन्याता
केन्याटा	केन्यात्त
कैसर	केसर
कैसर	केसेर
कैसर	केशर
कैसर	काशेर
कैसर	केशेर
कैसर	केसर
कैसर	केसर
कैसर	केसेर
कैसर	केसर
कैसर	केसर
कैसर	केसेर
कोइंबतूर	कोंबोटरे
कोक	कॉक
कोक	कोके
कोक	कोक
कोकिलाबेन	कोकेलबेन
